Year,Taxes,Land,added_to,Additions,equals,Total_assessments,listing_page
2019,"$15,117",N/A,+,N/A,=,"$725,924",https://www.realtor.com/realestateandhomes-detail/1901-Hether-St_Austin_TX_78704_M81929-57907
2018,"$16,071",N/A,+,N/A,=,"$659,931",https://www.realtor.com/realestateandhomes-detail/1901-Hether-St_Austin_TX_78704_M81929-57907
2017,"$14,717",N/A,+,N/A,=,"$599,937",https://www.realtor.com/realestateandhomes-detail/1901-Hether-St_Austin_TX_78704_M81929-57907
2016,"$13,775",N/A,+,N/A,=,"$545,397",https://www.realtor.com/realestateandhomes-detail/1901-Hether-St_Austin_TX_78704_M81929-57907
2022,"$44,157","$500,000",+,"$904,100",=,"$1,404,100",https://www.realtor.com/realestateandhomes-detail/1804-Frazier-Ave_Austin_TX_78704_M70583-22978
2021,"$33,763","$500,000",+,"$512,000",=,"$1,012,000",https://www.realtor.com/realestateandhomes-detail/1804-Frazier-Ave_Austin_TX_78704_M70583-22978
2020,"$21,706","$500,000",+,"$512,000",=,"$1,012,000",https://www.realtor.com/realestateandhomes-detail/1804-Frazier-Ave_Austin_TX_78704_M70583-22978
2019,"$22,748","$450,000",+,"$456,117",=,"$906,117",https://www.realtor.com/realestateandhomes-detail/1804-Frazier-Ave_Austin_TX_78704_M70583-22978
2018,"$22,936","$400,000",+,"$450,000",=,"$850,000",https://www.realtor.com/realestateandhomes-detail/1804-Frazier-Ave_Austin_TX_78704_M70583-22978
2017,"$22,130","$400,000",+,"$206,825",=,"$606,825",https://www.realtor.com/realestateandhomes-detail/1804-Frazier-Ave_Austin_TX_78704_M70583-22978
2016,"$13,933","$285,000",+,"$147,543",=,"$432,543",https://www.realtor.com/realestateandhomes-detail/1804-Frazier-Ave_Austin_TX_78704_M70583-22978
2022,"$34,877","$500,000",+,"$956,647",=,"$1,456,647",https://www.realtor.com/realestateandhomes-detail/2103-Peach-Tree-St_Austin_TX_78704_M74257-38055
2021,"$32,434","$500,000",+,"$336,392",=,"$836,392",https://www.realtor.com/realestateandhomes-detail/2103-Peach-Tree-St_Austin_TX_78704_M74257-38055
2020,"$17,939","$500,000",+,"$5,000",=,"$505,000",https://www.realtor.com/realestateandhomes-detail/2103-Peach-Tree-St_Austin_TX_78704_M74257-38055
2019,"$13,182",N/A,+,N/A,=,"$546,559",https://www.realtor.com/realestateandhomes-detail/2103-Peach-Tree-St_Austin_TX_78704_M74257-38055
2018,"$12,100",N/A,+,N/A,=,"$496,872",https://www.realtor.com/realestateandhomes-detail/2103-Peach-Tree-St_Austin_TX_78704_M74257-38055
2017,"$11,080",N/A,+,N/A,=,"$451,702",https://www.realtor.com/realestateandhomes-detail/2103-Peach-Tree-St_Austin_TX_78704_M74257-38055
2016,"$10,371",N/A,+,N/A,=,"$410,638",https://www.realtor.com/realestateandhomes-detail/2103-Peach-Tree-St_Austin_TX_78704_M74257-38055
2022,"$47,039","$377,000",+,"$818,256",=,"$1,195,256",https://www.realtor.com/realestateandhomes-detail/1808-Ford-St-1_Austin_TX_78704_M72044-67010
2021,"$26,614","$377,000",+,"$763,000",=,"$1,140,000",https://www.realtor.com/realestateandhomes-detail/1808-Ford-St-1_Austin_TX_78704_M72044-67010
2020,"$24,451","$377,000",+,"$763,000",=,"$1,140,000",https://www.realtor.com/realestateandhomes-detail/1808-Ford-St-1_Austin_TX_78704_M72044-67010
2019,"$31,618","$377,000",+,"$620,962",=,"$997,962",https://www.realtor.com/realestateandhomes-detail/1808-Ford-St-1_Austin_TX_78704_M72044-67010
2022,"$44,297","$500,000",+,"$197,811",=,"$697,811",https://www.realtor.com/realestateandhomes-detail/1711-Nash-Ave_Austin_TX_78704_M88193-98400
2021,"$15,537","$500,000",+,"$100,757",=,"$600,757",https://www.realtor.com/realestateandhomes-detail/1711-Nash-Ave_Austin_TX_78704_M88193-98400
2020,"$12,885","$500,000",+,"$100,757",=,"$600,757",https://www.realtor.com/realestateandhomes-detail/1711-Nash-Ave_Austin_TX_78704_M88193-98400
2019,"$13,195","$450,000",+,"$90,009",=,"$540,009",https://www.realtor.com/realestateandhomes-detail/1711-Nash-Ave_Austin_TX_78704_M88193-98400
2018,"$11,955","$400,000",+,"$106,690",=,"$506,690",https://www.realtor.com/realestateandhomes-detail/1711-Nash-Ave_Austin_TX_78704_M88193-98400
2017,"$11,299",N/A,+,N/A,=,"$465,559",https://www.realtor.com/realestateandhomes-detail/1711-Nash-Ave_Austin_TX_78704_M88193-98400
2016,"$10,689",N/A,+,N/A,=,"$423,235",https://www.realtor.com/realestateandhomes-detail/1711-Nash-Ave_Austin_TX_78704_M88193-98400
2022,"$23,967","$500,000",+,"$162,477",=,"$662,477",https://www.realtor.com/realestateandhomes-detail/1403-Oxford-Ave_Austin_TX_78704_M85827-40589
2021,"$15,871","$500,000",+,"$42,700",=,"$542,700",https://www.realtor.com/realestateandhomes-detail/1403-Oxford-Ave_Austin_TX_78704_M85827-40589
2020,"$11,640","$500,000",+,"$42,700",=,"$542,700",https://www.realtor.com/realestateandhomes-detail/1403-Oxford-Ave_Austin_TX_78704_M85827-40589
2019,"$13,313","$450,000",+,"$54,612",=,"$504,612",https://www.realtor.com/realestateandhomes-detail/1403-Oxford-Ave_Austin_TX_78704_M85827-40589
2018,"$12,398","$400,000",+,"$88,904",=,"$488,904",https://www.realtor.com/realestateandhomes-detail/1403-Oxford-Ave_Austin_TX_78704_M85827-40589
2017,"$11,830","$400,000",+,"$115,666",=,"$515,666",https://www.realtor.com/realestateandhomes-detail/1403-Oxford-Ave_Austin_TX_78704_M85827-40589
2016,"$11,840","$285,000",+,"$212,580",=,"$497,580",https://www.realtor.com/realestateandhomes-detail/1403-Oxford-Ave_Austin_TX_78704_M85827-40589
2022,"$16,325","$500,000",+,"$77,560",=,"$577,560",https://www.realtor.com/realestateandhomes-detail/1714-Valeria-St_Austin_TX_78704_M80034-58480
2021,"$13,837","$500,000",+,"$37,400",=,"$537,400",https://www.realtor.com/realestateandhomes-detail/1714-Valeria-St_Austin_TX_78704_M80034-58480
2020,"$11,526","$500,000",+,"$37,400",=,"$537,400",https://www.realtor.com/realestateandhomes-detail/1714-Valeria-St_Austin_TX_78704_M80034-58480
2019,"$12,282","$450,000",+,"$44,893",=,"$494,893",https://www.realtor.com/realestateandhomes-detail/1714-Valeria-St_Austin_TX_78704_M80034-58480
2018,"$11,377","$400,000",+,"$55,710",=,"$455,710",https://www.realtor.com/realestateandhomes-detail/1714-Valeria-St_Austin_TX_78704_M80034-58480
2017,"$10,612","$400,000",+,"$42,722",=,"$442,722",https://www.realtor.com/realestateandhomes-detail/1714-Valeria-St_Austin_TX_78704_M80034-58480
2016,"$10,562","$285,000",+,"$92,040",=,"$377,040",https://www.realtor.com/realestateandhomes-detail/1714-Valeria-St_Austin_TX_78704_M80034-58480
2022,"$17,357",N/A,+,N/A,=,"$724,939",https://www.realtor.com/realestateandhomes-detail/1502-Hillmont-St_Austin_TX_78704_M85328-23302
2021,"$16,141","$500,000",+,"$159,035",=,"$659,035",https://www.realtor.com/realestateandhomes-detail/1502-Hillmont-St_Austin_TX_78704_M85328-23302
2020,"$14,135",N/A,+,N/A,=,"$656,031",https://www.realtor.com/realestateandhomes-detail/1502-Hillmont-St_Austin_TX_78704_M85328-23302
2019,"$14,409","$450,000",+,"$146,392",=,"$596,392",https://www.realtor.com/realestateandhomes-detail/1502-Hillmont-St_Austin_TX_78704_M85328-23302
2018,"$13,204","$400,000",+,"$174,396",=,"$574,396",https://www.realtor.com/realestateandhomes-detail/1502-Hillmont-St_Austin_TX_78704_M85328-23302
2017,"$12,809","$400,000",+,"$137,971",=,"$537,971",https://www.realtor.com/realestateandhomes-detail/1502-Hillmont-St_Austin_TX_78704_M85328-23302
2016,"$12,352",N/A,+,N/A,=,"$506,143",https://www.realtor.com/realestateandhomes-detail/1502-Hillmont-St_Austin_TX_78704_M85328-23302
2022,"$27,818","$500,000",+,"$158,675",=,"$658,675",https://www.realtor.com/realestateandhomes-detail/2008-Kinney-Ave_Austin_TX_78704_M71438-21200
2021,"$14,666","$500,000",+,"$81,694",=,"$581,694",https://www.realtor.com/realestateandhomes-detail/2008-Kinney-Ave_Austin_TX_78704_M71438-21200
2020,"$12,476","$500,000",+,"$81,694",=,"$581,694",https://www.realtor.com/realestateandhomes-detail/2008-Kinney-Ave_Austin_TX_78704_M71438-21200
2019,"$12,271",N/A,+,N/A,=,"$507,906",https://www.realtor.com/realestateandhomes-detail/2008-Kinney-Ave_Austin_TX_78704_M71438-21200
2018,"$11,244",N/A,+,N/A,=,"$461,733",https://www.realtor.com/realestateandhomes-detail/2008-Kinney-Ave_Austin_TX_78704_M71438-21200
2017,"$10,297",N/A,+,N/A,=,"$419,757",https://www.realtor.com/realestateandhomes-detail/2008-Kinney-Ave_Austin_TX_78704_M71438-21200
2016,"$9,637",N/A,+,N/A,=,"$381,597",https://www.realtor.com/realestateandhomes-detail/2008-Kinney-Ave_Austin_TX_78704_M71438-21200
2022,"$19,270",N/A,+,N/A,=,"$804,844",https://www.realtor.com/realestateandhomes-detail/2105-Rabb-Glen-St_Austin_TX_78704_M83342-88551
2021,"$17,921",N/A,+,N/A,=,"$731,676",https://www.realtor.com/realestateandhomes-detail/2105-Rabb-Glen-St_Austin_TX_78704_M83342-88551
2020,"$15,693",N/A,+,N/A,=,"$665,160",https://www.realtor.com/realestateandhomes-detail/2105-Rabb-Glen-St_Austin_TX_78704_M83342-88551
2019,"$14,610",N/A,+,N/A,=,"$604,691",https://www.realtor.com/realestateandhomes-detail/2105-Rabb-Glen-St_Austin_TX_78704_M83342-88551
2018,"$13,387",N/A,+,N/A,=,"$491,747",https://www.realtor.com/realestateandhomes-detail/2105-Rabb-Glen-St_Austin_TX_78704_M83342-88551
2017,"$10,966",N/A,+,N/A,=,"$447,043",https://www.realtor.com/realestateandhomes-detail/2105-Rabb-Glen-St_Austin_TX_78704_M83342-88551
2016,"$10,264",N/A,+,N/A,=,"$406,403",https://www.realtor.com/realestateandhomes-detail/2105-Rabb-Glen-St_Austin_TX_78704_M83342-88551
2022,"$26,250","$550,000",+,"$175,770",=,"$725,770",https://www.realtor.com/realestateandhomes-detail/1607-Rabb-Rd_Austin_TX_78704_M82967-78714
2021,"$17,387","$550,000",+,"$88,900",=,"$638,900",https://www.realtor.com/realestateandhomes-detail/1607-Rabb-Rd_Austin_TX_78704_M82967-78714
2020,"$13,703","$550,000",+,"$88,900",=,"$638,900",https://www.realtor.com/realestateandhomes-detail/1607-Rabb-Rd_Austin_TX_78704_M82967-78714
2019,"$14,568","$550,000",+,"$46,475",=,"$596,475",https://www.realtor.com/realestateandhomes-detail/1607-Rabb-Rd_Austin_TX_78704_M82967-78714
2018,"$14,563","$440,000",+,"$94,486",=,"$534,486",https://www.realtor.com/realestateandhomes-detail/1607-Rabb-Rd_Austin_TX_78704_M82967-78714
2017,"$12,667","$440,000",+,"$73,164",=,"$513,164",https://www.realtor.com/realestateandhomes-detail/1607-Rabb-Rd_Austin_TX_78704_M82967-78714
2016,"$12,428","$313,500",+,"$128,500",=,"$442,000",https://www.realtor.com/realestateandhomes-detail/1607-Rabb-Rd_Austin_TX_78704_M82967-78714
2022,"$22,003",N/A,+,N/A,=,"$918,991",https://www.realtor.com/realestateandhomes-detail/2124-Bluebonnet-Ln_Austin_TX_78704_M71672-24212
2021,"$20,462","$675,000",+,"$160,446",=,"$835,446",https://www.realtor.com/realestateandhomes-detail/2124-Bluebonnet-Ln_Austin_TX_78704_M71672-24212
2020,"$17,919",N/A,+,N/A,=,"$782,533",https://www.realtor.com/realestateandhomes-detail/2124-Bluebonnet-Ln_Austin_TX_78704_M71672-24212
2019,"$17,188",N/A,+,N/A,=,"$711,394",https://www.realtor.com/realestateandhomes-detail/2124-Bluebonnet-Ln_Austin_TX_78704_M71672-24212
2018,"$15,750",N/A,+,N/A,=,"$646,722",https://www.realtor.com/realestateandhomes-detail/2124-Bluebonnet-Ln_Austin_TX_78704_M71672-24212
2017,"$14,422",N/A,+,N/A,=,"$587,929",https://www.realtor.com/realestateandhomes-detail/2124-Bluebonnet-Ln_Austin_TX_78704_M71672-24212
2016,"$13,499",N/A,+,N/A,=,"$534,481",https://www.realtor.com/realestateandhomes-detail/2124-Bluebonnet-Ln_Austin_TX_78704_M71672-24212
2022,"$15,974",N/A,+,N/A,=,"$667,158",https://www.realtor.com/realestateandhomes-detail/1800-Kinney-Ave_Austin_TX_78704_M80058-80766
2021,"$14,855","$450,000",+,"$156,507",=,"$606,507",https://www.realtor.com/realestateandhomes-detail/1800-Kinney-Ave_Austin_TX_78704_M80058-80766
2020,"$13,008",N/A,+,N/A,=,"$601,807",https://www.realtor.com/realestateandhomes-detail/1800-Kinney-Ave_Austin_TX_78704_M80058-80766
2019,"$13,218",N/A,+,N/A,=,"$547,097",https://www.realtor.com/realestateandhomes-detail/1800-Kinney-Ave_Austin_TX_78704_M80058-80766
2018,"$12,112",N/A,+,N/A,=,"$497,361",https://www.realtor.com/realestateandhomes-detail/1800-Kinney-Ave_Austin_TX_78704_M80058-80766
2017,"$11,091",N/A,+,N/A,=,"$452,146",https://www.realtor.com/realestateandhomes-detail/1800-Kinney-Ave_Austin_TX_78704_M80058-80766
2016,"$10,381",N/A,+,N/A,=,"$411,042",https://www.realtor.com/realestateandhomes-detail/1800-Kinney-Ave_Austin_TX_78704_M80058-80766
2022,"$49,522","$500,000",+,"$186,056",=,"$686,056",https://www.realtor.com/realestateandhomes-detail/1403-Garner-Ave_Austin_TX_78704_M82553-38986
2021,"$15,276","$500,000",+,"$97,033",=,"$597,033",https://www.realtor.com/realestateandhomes-detail/1403-Garner-Ave_Austin_TX_78704_M82553-38986
2020,"$12,805","$500,000",+,"$97,033",=,"$597,033",https://www.realtor.com/realestateandhomes-detail/1403-Garner-Ave_Austin_TX_78704_M82553-38986
2019,"$13,113","$500,000",+,"$99,478",=,"$599,478",https://www.realtor.com/realestateandhomes-detail/1403-Garner-Ave_Austin_TX_78704_M82553-38986
2018,"$13,272","$400,000",+,"$118,999",=,"$518,999",https://www.realtor.com/realestateandhomes-detail/1403-Garner-Ave_Austin_TX_78704_M82553-38986
2017,"$11,574","$400,000",+,"$94,145",=,"$494,145",https://www.realtor.com/realestateandhomes-detail/1403-Garner-Ave_Austin_TX_78704_M82553-38986
2016,"$11,345","$285,000",+,"$175,546",=,"$460,546",https://www.realtor.com/realestateandhomes-detail/1403-Garner-Ave_Austin_TX_78704_M82553-38986
2022,"$46,098","$500,000",+,"$779,609",=,"$1,279,609",https://www.realtor.com/realestateandhomes-detail/1404-Garner-Ave_Austin_TX_78704_M82643-27506
2021,"$28,492","$500,000",+,"$513,659",=,"$1,013,659",https://www.realtor.com/realestateandhomes-detail/1404-Garner-Ave_Austin_TX_78704_M82643-27506
2020,"$21,741",N/A,+,N/A,=,"$991,387",https://www.realtor.com/realestateandhomes-detail/1404-Garner-Ave_Austin_TX_78704_M82643-27506
2019,"$21,776",N/A,+,N/A,=,"$901,261",https://www.realtor.com/realestateandhomes-detail/1404-Garner-Ave_Austin_TX_78704_M82643-27506
2018,"$19,953",N/A,+,N/A,=,"$819,328",https://www.realtor.com/realestateandhomes-detail/1404-Garner-Ave_Austin_TX_78704_M82643-27506
2017,"$18,272",N/A,+,N/A,=,"$744,844",https://www.realtor.com/realestateandhomes-detail/1404-Garner-Ave_Austin_TX_78704_M82643-27506
2016,"$17,102",N/A,+,N/A,=,"$677,131",https://www.realtor.com/realestateandhomes-detail/1404-Garner-Ave_Austin_TX_78704_M82643-27506
2022,"$19,855","$450,000",+,"$155,695",=,"$605,695",https://www.realtor.com/realestateandhomes-detail/2100-Peach-Tree-St_Austin_TX_78704_M86021-27712
2021,"$13,486","$450,000",+,"$65,447",=,"$515,447",https://www.realtor.com/realestateandhomes-detail/2100-Peach-Tree-St_Austin_TX_78704_M86021-27712
2020,"$11,055","$450,000",+,"$65,447",=,"$515,447",https://www.realtor.com/realestateandhomes-detail/2100-Peach-Tree-St_Austin_TX_78704_M86021-27712
2019,"$11,321","$450,000",+,"$62,235",=,"$512,235",https://www.realtor.com/realestateandhomes-detail/2100-Peach-Tree-St_Austin_TX_78704_M86021-27712
2018,"$11,340","$400,000",+,"$74,100",=,"$474,100",https://www.realtor.com/realestateandhomes-detail/2100-Peach-Tree-St_Austin_TX_78704_M86021-27712
2017,"$10,573","$400,000",+,"$58,624",=,"$458,624",https://www.realtor.com/realestateandhomes-detail/2100-Peach-Tree-St_Austin_TX_78704_M86021-27712
2016,"$10,530","$285,000",+,"$109,316",=,"$394,316",https://www.realtor.com/realestateandhomes-detail/2100-Peach-Tree-St_Austin_TX_78704_M86021-27712
2022,"$24,230","$500,000",+,"$196,985",=,"$696,985",https://www.realtor.com/realestateandhomes-detail/1406-Folts-Ave_Austin_TX_78704_M72032-37634
2021,"$15,519","$500,000",+,"$83,929",=,"$583,929",https://www.realtor.com/realestateandhomes-detail/1406-Folts-Ave_Austin_TX_78704_M72032-37634
2020,"$12,524","$500,000",+,"$83,929",=,"$583,929",https://www.realtor.com/realestateandhomes-detail/1406-Folts-Ave_Austin_TX_78704_M72032-37634
2019,"$12,826","$500,000",+,"$86,418",=,"$586,418",https://www.realtor.com/realestateandhomes-detail/1406-Folts-Ave_Austin_TX_78704_M72032-37634
2018,"$12,983","$400,000",+,"$102,777",=,"$502,777",https://www.realtor.com/realestateandhomes-detail/1406-Folts-Ave_Austin_TX_78704_M72032-37634
2017,"$11,212","$400,000",+,"$81,311",=,"$481,311",https://www.realtor.com/realestateandhomes-detail/1406-Folts-Ave_Austin_TX_78704_M72032-37634
2016,"$11,051","$285,000",+,"$151,615",=,"$436,615",https://www.realtor.com/realestateandhomes-detail/1406-Folts-Ave_Austin_TX_78704_M72032-37634
2022,"$24,039","$500,000",+,N/A,=,"$500,000",https://www.realtor.com/realestateandhomes-detail/1901-Hether-St_Austin_TX_78704_M81929-57907
2021,"$11,133","$500,000",+,"$188,260",=,"$688,260",https://www.realtor.com/realestateandhomes-detail/1901-Hether-St_Austin_TX_78704_M81929-57907
2020,"$14,762","$500,000",+,"$188,260",=,"$688,260",https://www.realtor.com/realestateandhomes-detail/1901-Hether-St_Austin_TX_78704_M81929-57907
2019,"$15,117",N/A,+,N/A,=,"$725,924",https://www.realtor.com/realestateandhomes-detail/1901-Hether-St_Austin_TX_78704_M81929-57907
2018,"$16,071",N/A,+,N/A,=,"$659,931",https://www.realtor.com/realestateandhomes-detail/1901-Hether-St_Austin_TX_78704_M81929-57907
2017,"$14,717",N/A,+,N/A,=,"$599,937",https://www.realtor.com/realestateandhomes-detail/1901-Hether-St_Austin_TX_78704_M81929-57907
2016,"$13,775",N/A,+,N/A,=,"$545,397",https://www.realtor.com/realestateandhomes-detail/1901-Hether-St_Austin_TX_78704_M81929-57907
2022,"$44,157","$500,000",+,"$904,100",=,"$1,404,100",https://www.realtor.com/realestateandhomes-detail/1804-Frazier-Ave_Austin_TX_78704_M70583-22978
2021,"$33,763","$500,000",+,"$512,000",=,"$1,012,000",https://www.realtor.com/realestateandhomes-detail/1804-Frazier-Ave_Austin_TX_78704_M70583-22978
2020,"$21,706","$500,000",+,"$512,000",=,"$1,012,000",https://www.realtor.com/realestateandhomes-detail/1804-Frazier-Ave_Austin_TX_78704_M70583-22978
2019,"$22,748","$450,000",+,"$456,117",=,"$906,117",https://www.realtor.com/realestateandhomes-detail/1804-Frazier-Ave_Austin_TX_78704_M70583-22978
2018,"$22,936","$400,000",+,"$450,000",=,"$850,000",https://www.realtor.com/realestateandhomes-detail/1804-Frazier-Ave_Austin_TX_78704_M70583-22978
2017,"$22,130","$400,000",+,"$206,825",=,"$606,825",https://www.realtor.com/realestateandhomes-detail/1804-Frazier-Ave_Austin_TX_78704_M70583-22978
2016,"$13,933","$285,000",+,"$147,543",=,"$432,543",https://www.realtor.com/realestateandhomes-detail/1804-Frazier-Ave_Austin_TX_78704_M70583-22978
2022,"$34,877","$500,000",+,"$956,647",=,"$1,456,647",https://www.realtor.com/realestateandhomes-detail/2103-Peach-Tree-St_Austin_TX_78704_M74257-38055
2021,"$32,434","$500,000",+,"$336,392",=,"$836,392",https://www.realtor.com/realestateandhomes-detail/2103-Peach-Tree-St_Austin_TX_78704_M74257-38055
2020,"$17,939","$500,000",+,"$5,000",=,"$505,000",https://www.realtor.com/realestateandhomes-detail/2103-Peach-Tree-St_Austin_TX_78704_M74257-38055
2019,"$13,182",N/A,+,N/A,=,"$546,559",https://www.realtor.com/realestateandhomes-detail/2103-Peach-Tree-St_Austin_TX_78704_M74257-38055
2018,"$12,100",N/A,+,N/A,=,"$496,872",https://www.realtor.com/realestateandhomes-detail/2103-Peach-Tree-St_Austin_TX_78704_M74257-38055
2017,"$11,080",N/A,+,N/A,=,"$451,702",https://www.realtor.com/realestateandhomes-detail/2103-Peach-Tree-St_Austin_TX_78704_M74257-38055
2016,"$10,371",N/A,+,N/A,=,"$410,638",https://www.realtor.com/realestateandhomes-detail/2103-Peach-Tree-St_Austin_TX_78704_M74257-38055
2022,"$47,039","$377,000",+,"$818,256",=,"$1,195,256",https://www.realtor.com/realestateandhomes-detail/1808-Ford-St-1_Austin_TX_78704_M72044-67010
2021,"$26,614","$377,000",+,"$763,000",=,"$1,140,000",https://www.realtor.com/realestateandhomes-detail/1808-Ford-St-1_Austin_TX_78704_M72044-67010
2020,"$24,451","$377,000",+,"$763,000",=,"$1,140,000",https://www.realtor.com/realestateandhomes-detail/1808-Ford-St-1_Austin_TX_78704_M72044-67010
2019,"$31,618","$377,000",+,"$620,962",=,"$997,962",https://www.realtor.com/realestateandhomes-detail/1808-Ford-St-1_Austin_TX_78704_M72044-67010
2022,"$44,297","$500,000",+,"$197,811",=,"$697,811",https://www.realtor.com/realestateandhomes-detail/1711-Nash-Ave_Austin_TX_78704_M88193-98400
2021,"$15,537","$500,000",+,"$100,757",=,"$600,757",https://www.realtor.com/realestateandhomes-detail/1711-Nash-Ave_Austin_TX_78704_M88193-98400
2020,"$12,885","$500,000",+,"$100,757",=,"$600,757",https://www.realtor.com/realestateandhomes-detail/1711-Nash-Ave_Austin_TX_78704_M88193-98400
2019,"$13,195","$450,000",+,"$90,009",=,"$540,009",https://www.realtor.com/realestateandhomes-detail/1711-Nash-Ave_Austin_TX_78704_M88193-98400
2018,"$11,955","$400,000",+,"$106,690",=,"$506,690",https://www.realtor.com/realestateandhomes-detail/1711-Nash-Ave_Austin_TX_78704_M88193-98400
